,PID,SPI,PDS,PID_kmeans
140,JE-CRC301-PDT-170077,C301XZLO 060001,,2
141,JE-CRC301-EZSO-090003B,C301XZSC 060001,,2
142,JE-CRC301-PSV-180027A,C301XZLC 060001,,4
143,JE-CRC301-PY-090098,C301PA   060002,,2
144,JE-CRC301-UZ-12002,C301LT   060005A,,2
145,JE-CRC301-FZSC-110503,C301LI   060005,,2
146,JE-CRC301-LT-173003A,C301LIC  060005A,,2
147,JE-CRC301-TT-020051,C301LT   060005B,,5
148,JE-CRC301-PIC-150057,C301LIC  060005B,,2
149,JE-CRC301-LHS-110010,C301LHS  060005,,2
150,JE-CRC301-LT-160003B,C301LG   060007A,,2
151,JE-CRC301-TI-190010,C301PSV  060015,,2
152,JE-CRC301-FZSO-090501,C301PSV  060016,,2
153,JE-CRC301-FV-130015,C301FE   060003,,2
154,JE-CRC301-LIC-120004,C301FT   060003,,2
155,JE-CRC301-PDI-020116,C301FIC  060003,,2
156,JE-CRC301-FI-177042,C301FV   060003,,2
157,JE-CRC301-LV-160036,C301FY   060003,,2
158,JE-CRC301-LHS-200005,C301HS   060003,,2
159,JE-CRC301-PSV-171017A,C301FE   060006,,4
160,JE-CRC301-UZ-19005,C301FT   060006,,2
161,JE-CRC301-TE-030085,C301FIC  060006,,1
162,JE-CRC301-TE-130075,C301FV   060006,,1
163,JE-CRC301-PSV-020137D,C301FY   060006,,4
164,JE-CRC301-FV-120013,C301FHS  060006,,2
165,JE-CRC301-TI-190053,C301HV   060001,,2
166,JE-CRC301-TE-190020,C301HIC  060001,,1
167,JE-CRC301-PSV-050030B,C301HV   060002,,4
168,JE-CRC301-PSV-110044A,C301HIC  060002,,4
169,JE-CRC301-LT-030027B,C301HV   060004,,2
170,JE-CRC301-PG-080054,C301HIC  060004,,2
171,JE-CRC301-TT-110022B,C301HV   060005,,5
172,JE-CRC301-FE-400150,C301HIC  060005,,6
173,JE-CRC301-UC-16005,C301HV   060006,,2
174,JE-CRC301-EV-090009,C301HIC  060006,,2
175,JE-CRC301-LHS-140018,C301FE   060005,,2
176,JE-CRC301-HZSO-040208,C301FT   060005,,2
177,JE-CRC301-TG-090078,C301FIC  060005,,2
178,JE-CRC301-HZSO-040203,C301FV   060005,,2
179,JE-CRC301-PSV-171011A,C301FY   060005,,4
180,JE-CRC301-TE-080037,C301FE   060004,,1
181,JE-CRC301-FV-190008,C301FT   060004,,2
182,JE-CRC301-PI-170051A,C301FIC  060004,,7
183,JE-CRC301-LT-120001B,C301FV   060004,,2
184,JE-CRC301-TT-130033,C301FY   060004,,5
185,JE-CRC301-HY-200006,C301XV   060005,,2
186,JE-CRC301-TI-060001AC,C301XY   060005,,2
187,JE-CRC301-EV-130027,C301XZSO 060005,,2
188,JE-CRC301-LI-080041,C301XZLO 060005,,2
189,JE-CRC301-TE-020023,C301XZSC 060005,,1
190,JE-CRC301-THS-130032,C301XZLC 060005,,2
191,JE-CRC301-TT-130068A,C301XV   060003,,5
192,JE-CRC301-PV-050031,C301XY   060003,,2
193,CRC301-TT-030170,C301XZSO 060003,,5
194,JE-CRC301-TIC-080006,C301XZLO 060003,,2
195,JE-CRC301-LV-030025,C301XZSC 060003,,2
196,JE-CRC301-TE-030133,C301XZLC 060003,,1
197,JE-CRC301-PG-090165,C301XV   060004,,2
198,JE-CRC301-FT-030031,C301XY   060004,,2
199,JE-CRC301-TT-030501B,C301XZSO 060004,,5
200,JE-CRC301-M-120001A,C301XZLO 060004,,2
201,JE-CRC301-PG-070037,C301XZSC 060004,,2
202,JE-CRC301-TT-080030A,C301XZLC 060004,,5
203,JE-CRC301-XV-160019,C301XV   060002,,2
204,JE-CRC301-TI-080110A,C301XY   060002,,2
205,JE-CRC301-AI-060003AC,C301XZSO 060002,,2
206,JE-CRC301-AT-150004,C301XZLO 060002,,2
207,JE-CRC301-AI-130013,C301XZSC 060002,,2
208,JE-CRC301-HZSO-040202,C301XZLC 060002,,2
209,JE-CRC301-AI-180006D,C301TG   060009,,2
210,JE-CRC301-PI-060037A,C301TG   060011,,7
211,JE-CRC301-LT-150032B,C301PA   060004,,2
212,JE-CRC301-TT-160047,C301PSV  060020,,5
213,JE-CRC301-LT-080020C,C301FO   060012,,2
214,JE-CRC301-PT-200061,C301FO   060013,,3
215,JE-CRC301-FIC-020008,C301FO   060014,,2
216,JE-CRC301-TW-090061,C301PG   060024,,2
217,JE-CRC301-TT-130128,C301PG   060026,,5
218,JE-CRC301-TT-400209,C301PG   060023,,5
219,JE-CRC301-PCV-177065,C301PG   060025,,2
220,JE-CRC301-FIC-040010,C301LT   060008,,2
221,JE-CRC301-LIC-020026,C301LIC  060008,,2
222,JE-CRC301-HIC-120062,C301LV   060008,,2
223,JE-CRC301-TI-172004,C301LT   060010,,2
224,CRC301-PCV-030250,C301LIC  060010,,2
225,JE-CRC301-TE-150002,C301LG   060009,,1
226,JE-CRC301-TY-080001,C301ML   060002A,,2
227,JE-CRC301-TT-040006,C301MA   060002A,,5
228,JE-CRC301-TT-050005,C301ML   060001A,,5
229,JE-CRC301-FV-180501,C301MAA  060001A,,2
230,JE-CRC301-PSV-110001,C301XV   060006,,4
231,JE-CRC301-TE-130094,C301XY   060006,,1
232,JE-CRC301-TT-080078,C301XZSO 060006,,5
233,JE-CRC301-TT-090654B,C301XZLO 060006,,5
234,JE-CRC301-FT-070006,C301XZSC 060006,,2
235,JE-CRC301-PT-110017,C301XZLC 060006,,3
236,JE-CRC301-LI-060003A,C301PT   060031,,2
237,JE-CRC301-PDT-170087,C301PI   060031,,2
238,JE-CRC301-TE-120034,C301PT   060038,,1
239,JE-CRC301-PSV-120144B,C301PI   060038,,4
240,JE-CRC301-TI-050037,C301TW   060029,,2
241,JE-CRC301-TIC-030029,C301TE   060029,,2
242,JE-CRC301-TI-173001AB,C301TI   060029,,2
243,JE-CRC301-UZ-08009,C301FE   060007,,2
244,JE-CRC301-AI-010002,C301FT   060007,,2
245,JE-CRC301-TE-400076,C301FIC  060007,,1
246,JE-CRC301-PT-180652A,C301FV   060007,,3
247,JE-CRC301-UZ-05014,C301FY   060007A,,2
248,JE-CRC301-TI-030502B,C301FHS  060007,,2
249,JE-CRC301-TZ-172012B,C301FY   060007B,,2
250,JE-CRC301-PG-177034,C301TG   060021,,2
251,JE-CRC301-FZSO-090651,C301TG   060025,,2
252,JE-CRC301-PT-150087,C301TG   060020,,3
253,JE-CRC301-TT-180503A,C301TG   060024,,5
254,JE-CRC301-XV-070006,C301AE   060005,,2
255,JE-CRC301-TT-030085A,C301AT   060005,,5
256,JE-CRC301-TT-130099B,C301AIC  060005,,5
257,JE-CRC301-PG-200089,C301TG   060022,,2
258,JE-CRC301-LG-030034,C301TG   060026,,2
259,JE-CRC301-TDI-030150,C301TW   060028,,2
260,JE-CRC301-M-060002B,C301TE   060028,,2
261,JE-CRC301-PDI-210017,C301TI   060028,,2
262,JE-CRC301-TG-080156,C301PG   060027,,2
263,JE-CRC301-PG-070025,C301PG   060028,,2
264,JE-CRC301-TI-080169,C301PSV  060039,,2
265,JE-CRC301-FIC-030044,C301PSV  060040,,2
266,JE-CRC301-UZ-08018,C301TT   060028,,2
267,JE-CRC301-FT-060007,C301PG   060029,,2
268,JE-CRC301-M-170004B,C301PSV  060030,,2
269,JE-CRC301-FT-170022,C301LT   060011,,2
270,JE-CRC301-TG-090045,C301LALL 060011,,2
271,JE-CRC301-LG-140030B,C301LI   060011,,2
272,JE-CRC301-LV-030042,C301LG   060012,,2
273,JE-CRC301-FE-200014,C301XV   060007,,6
274,JE-CRC301-FQI-400144,C301XY   060007,,2
275,JE-CRC301-TV-030076A,C301XZSO 060007,,2
276,JE-CRC301-PT-400227,C301XZLO 060007,,3
277,JE-CRC301-PDT-090044,C301XZSC 060007,,2
278,JE-CRC301-TE-030164C,C301XZLC 060007,,1
279,JE-CRC301-FE-030008,C301AE   060007,,6
280,JE-CRC301-PI-210027,C301AT   060007,,7
281,JE-CRC301-PG-060035,C301AI   060007,,2
282,JE-CRC301-TI-190090,C301FHS  060008,,2
283,JE-CRC301-XV-080005,C301PSV  060043,,2
284,JE-CRC301-FO-090005,C301PSV  060041,,2
285,JE-CRC301-TT-171681C,C301PSV  060042,,5
286,JE-CRC301-TE-130083,C301PG   060032,,1
287,JE-CRC301-TE-030013,C301PG   060034,,1
288,JE-CRC301-TI-110502B,C301PG   060033,,2
289,JE-CRC301-PDT-200053,C301PG   060035,,2
290,JE-CRC301-TT-171001,C301FO   060015,,5
291,JE-CRC301-LT-179018,C301FO   060016,,2
292,JE-CRC301-TI-120004BC,C301PSV  070003A,,2
293,JE-CRC301-LIC-160011,C301PSV  070003B,,2
294,JE-CRC301-TT-030050,C301PT   070002A,,5
295,JE-CRC301-PSV-020151,C301PT   070002B,,4
296,JE-CRC301-FE-020016,C301PT   070002C,,6
297,JE-CRC301-TI-090503A,C301PAHH 070002,,2
298,JE-CRC301-TE-080146,C301PI   070002A,,1
299,JE-CRC301-PDG-040014,C301PI   070002B,,2
300,JE-CRC301-PG-080038,C301PI   070002C,,2
301,JE-CRC301-UC-08002,C301TW   070001,,2
302,JE-CRC301-FY-060003,C301TE   070001,,2
303,JE-CRC301-TI-040810,C301TI   070001,,2
304,JE-CRC301-PI-050039,C301TT   070001,,7
305,JE-CRC301-LHS-020003,C301AE   070004,,2
306,JE-CRC301-FIC-120030,C301AT   070004,,2
307,JE-CRC301-FI-180009,C301AI   070004,,2
308,JE-CRC301-LDV-030011,C301PIC  070001,,2
309,JE-CRC301-TT-200071B,C301PV   070001,,5
310,JE-CRC301-PG-040093,C301PT   070001,,2
311,JE-CRC301-TE-130115,C301FE   070001,,1
312,JE-CRC301-TT-190062,C301FT   070001,,5
313,JE-CRC301-LG-020027,C301FIC  070001,,2
314,JE-CRC301-FT-110020,C301FV   070001,,2
315,JE-CRC301-FO-177031,C301PDT  070004,,2
316,JE-CRC301-FT-030068,C301PDI  070004,,2
317,JE-CRC301-TG-173024,C301PDT  070027,,2
318,JE-CRC301-XV-040007,C301PDI  070027,,2
319,JE-CRC301-FIC-120019,C301TW   070022,,2
320,JE-CRC301-PT-110047B,C301TE   070022,,3
321,JE-CRC301-PDI-030094,C301TT   070022,,2
322,JE-CRC301-PSV-172003A,C301TI   070022,,4
323,JE-CRC301-TE-040073,C301TW   070021,,1
324,JE-CRC301-LG-080013,C301TE   070021,,2
325,JE-CRC301-TT-200072A,C301TT   070021,,5
326,JE-CRC301-XV-200001,C301TI   070021,,2
327,JE-CRC301-XV-140014,C301TW   070003,,2
328,JE-CRC301-PG-040052,C301TE   070003,,2
329,JE-CRC301-TE-150016,C301TI   070003,,1
330,JE-CRC301-LT-040025C,C301TT   070003,,2
331,CRC301-AT-150005,C301TIC  070002,,2
332,JE-CRC301-LG-090034,C301TW   070002,,2
333,JE-CRC301-PI-190060,C301TE   070002,,7
334,JE-CRC301-FT-150006,C301TT   070002A,,2
335,JE-CRC301-TE-400209,C301FIF  070003A,,1
336,JE-CRC301-TE-172040,C301FIF  070004A,,1
337,JE-CRC301-PG-170054,C301PSV  070007A,,2
338,JE-CRC301-XV-090023,C301FE   070002,,2
339,JE-CRC301-LI-180001,C301FT   070002,,2
340,JE-CRC301-PI-179005B,C301FIC  070002,,7
341,JE-CRC301-UZ-11003,C301FV   070002,,2
342,JE-CRC301-PDI-170058,C301XV   070002,,2
343,JE-CRC301-PDG-200015,C301XY   070002,,2
344,JE-CRC301-TT-090057,C301XZSO 070002,,5
345,JE-CRC301-XZSO-170004B,C301XZLO 070002,,2
346,JE-CRC301-LIC-173005,C301XZSC 070002,,2
347,JE-CRC301-AE-190011B,C301XZLC 070002,,2
348,JE-CRC301-PT-400208,C301TW   070004,,3
349,JE-CRC301-FT-140008A,C301TE   070004,,2
350,JE-CRC301-PV-173029,C301TT   070004A,,2
351,JE-CRC301-FIC-179007,C301TIC  070004,,2
352,JE-CRC301-TG-180015,C301PSV  070005,,2
353,JE-CRC301-PI-170090A,C301PSV  070006,,7
354,JE-CRC301-AE-130005C,C301LT   070008A,,2
355,JE-CRC301-TE-070021,C301LT   070008B,,1
356,JE-CRC301-TT-190019,C301LT   070008C,,5
357,JE-CRC301-TT-130040,C301LALL 070008,,5
358,JE-CRC301-LIC-110006,C301LI   070008A,,2
359,JE-CRC301-FE-130060,C301LI   070008B,,6
360,JE-CRC301-XZSC-150014,C301LI   070008C,,2
361,JE-CRC301-M-020003B,C301LIC  070003,,2
362,JE-CRC301-TE-130098,C301LT   070003,,1
363,JE-CRC301-LG-090027A,C301LV   070003,,2
364,JE-CRC301-TE-110042C,C301LT   070001,,1
365,JE-CRC301-VE-020001B3,C301LIC  070001,,2
366,JE-CRC301-FE-173011,C301XV   070001,,6
367,JE-CRC301-TT-130083B,C301XY   070001,,5
368,JE-CRC301-TE-030109,C301XZSO 070001,,1
369,JE-CRC301-TE-120011,C301XZLO 070001,,1
370,JE-CRC301-PI-179002B,C301XZSC 070001,,7
371,JE-CRC301-M-120004A,C301XZLC 070001,,2
372,JE-CRC301-LT-050007B,C301TW   070026A,,2
373,JE-CRC301-AY-175001A,C301TE   070026A,,2
374,JE-CRC301-FY-200014,C301TT   070026A,,2
375,JE-CRC301-UZ-05019,C301TI   070026A,,2
376,JE-CRC301-PT-190110,C301LG   070004,,3
377,JE-CRC301-UZ-18003,C301LG   070002,,2
378,JE-CRC301-TI-190024,C301PSV  070028,,2
379,JE-CRC301-LG-120027,C301PSV  070029,,2
380,JE-CRC301-TI-020005BC,C301PT   070012,,2
381,JE-CRC301-AI-190029B,C301PIC  070012,,2
382,JE-CRC301-UZ-08001,C301PV   070012,,2
383,JE-CRC301-UZ-17015,C301TG   070014,,2
384,JE-CRC301-FV-120017,C301TG   070016,,2
385,JE-CRC301-PI-110503A,C301TW   070010,,7
386,JE-CRC301-LI-150022B,C301TE   070010,,2
387,JE-CRC301-UZ-17023,C301TT   070010,,2
388,JE-CRC301-PG-130083,C301TI   070010,,2
389,JE-CRC301-PG-179033,C301TW   070011,,2
390,JE-CRC301-FV-020006,C301TE   070011,,2
391,JE-CRC301-TE-050013,C301TT   070011,,1
392,JE-CRC301-TT-030039,C301TI   070011,,5
393,JE-CRC301-TI-210001,C301FE   070005,,2
394,JE-CRC301-TI-172027,C301FT   070005,,2
395,JE-CRC301-UZ-06002,C301FIC  070005,,2
396,JE-CRC301-TI-020043,C301FV   070005,,2
397,JE-CRC301-MII-179003B,C301FE   070006,,2
398,JE-CRC301-VE-020001H1,C301FT   070006,,2
399,JE-CRC301-PSV-080123A,C301FIC  070006,,4
400,JE-CRC301-FE-120054,C301FV   070006,,6
401,JE-CRC301-FZSO-090654,C301FY   070006,,2
402,JE-CRC301-FV-080015,C301PT   070013,,2
403,JE-CRC301-PSV-210006B,C301PI   070013,,4
404,JE-CRC301-PSV-172003C,C301TW   070012,,4
405,JE-CRC301-PSV-110011A,C301TE   070012,,4
406,JE-CRC301-TI-080124A,C301TT   070012,,2
407,JE-CRC301-TT-020005BJ,C301TI   070012,,5
408,JE-CRC301-UZ-16041,C301FO   070012,,2
409,JE-CRC301-PT-030156,C301FO   070013,,3
410,JE-CRC301-TT-190074B,C301FO   070014,,5
411,CRC301-PDT-030763,C301LT   070009,,2
412,JE-CRC301-FE-400040,C301LI   070009,,6
413,JE-CRC301-PSV-050033A,C301PG   070018,,4
414,JE-CRC301-PG-200020,C301PG   070016,,2
415,JE-CRC301-UZ-20008,C301PG   070015,,2
416,JE-CRC301-EV-030004,C301PG   070017,,2
417,JE-CRC301-PG-030213,C301PA   070001,,2
418,JE-CRC301-PT-020008C,C301AE   070002,,3
419,JE-CRC301-HS-090002A,C301AT   070002,,2
420,JE-CRC301-LT-150021A,C301AI   070002,,2
421,JE-CRC301-TE-080115,C301PG   070020,,1
422,JE-CRC301-XV-040021,C301HV   070002,,2
423,JE-CRC301-VT-020002B1,C301HIC  070002,,2
424,JE-CRC301-TG-080157,C301FO   070015,,2
425,JE-CRC301-PI-080071,C301FIF  070009A,,7
426,JE-CRC301-UZ-16024,C301PSV  070033,,2
427,JE-CRC301-TI-150015,C301PSV  070031,,2
428,JE-CRC301-UZ-17910,C301PSV  070032,,2
429,JE-CRC301-LIC-140018,C301PG   070021,,2
430,JE-CRC301-TI-080062A,C301PG   070023,,2
431,JE-CRC301-FI-020015,C301PG   070022,,2
432,JE-CRC301-PDT-120012,C301PG   070024,,2
433,JE-CRC301-PV-030158,C301PA   070003,,2
434,JE-CRC301-UZ-08002,C301FE   070008,,2
435,JE-CRC301-TE-030020,C301FT   070008,,1
436,JE-CRC301-PG-130079,C301FIC  070008,,2
437,JE-CRC301-XV-090008,C301FV   070008A,,2
438,JE-CRC301-PT-120052,C301LT   070005A,,3
439,JE-CRC301-PSV-030013A,C301LT   070005B,,4
440,JE-CRC301-TT-030123A,C301LI   070005,,5
441,JE-CRC301-FE-200008,C301LHS  070005,,6
442,JE-CRC301-PDI-020191,C301LIC  070005,,2
443,JE-CRC301-PT-040075,C301LG   070006,,3
444,JE-CRC301-PDI-200101,C301HS   070001,,2
445,JE-CRC301-TT-110032A,C301FE   070010,,5
446,JE-CRC301-FI-150031,C301FT   070010,,2
447,JE-CRC301-TT-040087B,C301FIC  070010,,5
448,JE-CRC301-PSV-180005B,C301FV   070010,,4
449,JE-CRC301-TI-110055,C301PSV  070030,,2
450,JE-CRC301-FY-150004,C301TG   070019,,2
451,JE-CRC301-TI-160044,C301FO   070016,,2
452,JE-CRC301-LI-170018A,C301FO   070017,,2
453,JE-CRC301-TI-140006,C301PG   070025,,2
454,CRC301-PI-060017A,C301LT   070007,,7
455,JE-CRC301-XZLC-170004,C301LI   070007,,2
456,JE-CRC301-TI-140051,C301PG   070026,,2
457,JE-CRC301-UZ-20007,C301FE   070011,,2
458,JE-CRC301-PG-020031,C301FT   070011,,2
459,JE-CRC301-PSV-080114A,C301FI   070011,,4
460,JE-CRC301-AI-040001B,C301ML   070002,,2
461,JE-CRC301-PI-120065,C301MA   070002,,7
462,JE-CRC301-TT-200067B,C301TT   070018,,5
463,JE-CRC301-LT-140018B,C301TI   070018,,2
464,JE-CRC301-TT-150028A,C301TE   070018,,5
465,JE-CRC301-TI-175001,C301TW   070018,,2
466,JE-CRC301-XZSO-050018B,C301PT   150001,,2
467,JE-CRC301-LT-120022,C301PI   150001,,2
468,JE-CRC301-PV-180018,C301PT   150002,,2
469,JE-CRC301-TE-200042,C301PI   150002,,1
470,JE-CRC301-HV-130001,C301PT   150003,,2
471,JE-CRC301-UC-19003,C301PI   150003,,2
472,JE-CRC301-FZSC-090654,C301TW   150001,,2
473,JE-CRC301-FE-020024,C301TE   150001,,6
474,JE-CRC301-UZ-06001,C301TT   150001,,2
475,JE-CRC301-FIC-190061,C301TI   150001,,2
476,JE-CRC301-PI-150045B,C301TW   150002,,7
477,JE-CRC301-PSV-030078,C301TE   150002,,4
478,JE-CRC301-FO-150022,C301TT   150002,,2
479,JE-CRC301-UZ-17907,C301TI   150002,,2
480,JE-CRC301-FI-190399,C301TW   150003,,2
481,JE-CRC301-LI-020030,C301TE   150003,,2
482,JE-CRC301-TT-020005BD,C301TT   150003,,5
483,JE-CRC301-TIC-030002,C301TI   150003,,2
484,JE-CRC301-LHS-030025,C301LT   150001A,,2
485,JE-CRC301-AI-030039A,C301LIC  150001,,2
486,JE-CRC301-LG-200002,C301LV   150001,,2
487,JE-CRC301-LT-080012,C301LT   150001B,,2
488,JE-CRC301-TT-180017A,C301LHS  150001,,5
489,JE-CRC301-TE-050005,C301TW   200001,,1
490,JE-CRC301-PDG-040005,C301TE   200001,,2
491,JE-CRC301-TT-172033,C301TT   200001,,5
492,JE-CRC301-HS-180006A,C301TI   200001,,2
493,JE-CRC301-TT-177001,C301LG   150002,,5
494,JE-CRC301-TT-140019,C301LG   150004,,5
495,JE-CRC301-PSV-150012B,C301TG   200004,,4
496,JE-CRC301-TE-140054,C301PT   200001,,1
497,JE-CRC301-XV-140012,C301PI   200001,,2
498,JE-CRC301-LI-172002,C301PT   150006,,2
499,JE-CRC301-PSV-170820B,C301PI   150006,,4
500,JE-CRC301-PG-030164,C301LG   200004,,2
501,JE-CRC301-PSV-090067,C301LG   200002,,4
502,JE-CRC301-PT-060012C,C301PT   150007,,3
503,JE-CRC301-LT-050019B,C301PI   150007,,2
504,JE-CRC301-PT-180654A,C301TG   200005,,3
505,JE-CRC301-PI-030217,C301TW   150008,,7
506,JE-CRC301-MII-140001B,C301TE   150008,,2
507,JE-CRC301-VT-020001B,C301TT   150008,,2
508,JE-CRC301-M-030003B,C301TI   150008,,2
509,JE-CRC301-XV-171003,C301TW   150009,,2
510,JE-CRC301-TT-176578C,C301TE   150009,,5
511,JE-CRC301-LV-160032,C301TT   150009,,2
512,JE-CRC301-LT-173017B,C301TI   150009,,2
513,JE-CRC301-FY-150013,C301LG   150006,,2
514,JE-CRC301-PI-400208,C301HV   200001,,7
515,JE-CRC301-PSV-080130A,C301HIC  200001,,4
516,JE-CRC301-PG-050016,C301PG   200003,,2
517,JE-CRC301-TT-160050,C301FE   010104,,5
518,JE-CRC301-PSV-210029,C301FT   010104,,4
519,JE-CRC301-AE-175001,C301FIC  010104,,2
520,JE-CRC301-TT-080105,C301FY   010104,,5
521,JE-CRC301-PSV-030013D,C301FV   010104,,4
522,JE-CRC301-TE-030018,C301TW   200006,,1
523,JE-CRC301-LT-090035B,C301TE   200006,,2
524,JE-CRC301-FI-400154A,C301TT   200006,,2
525,JE-CRC301-PDG-140077,C301TI   200006,,2
526,JE-CRC301-FT-030092,C301TG   150011,,2
527,JE-CRC301-TT-080107B,C301TW   150012,,5
528,JE-CRC301-PSV-190086,C301TE   150012,,4
529,JE-CRC301-PSV-080763,C301TT   150012,,4
530,JE-CRC301-TI-030038,C301TI   150012,,2
531,JE-CRC301-LT-140024A,C301TW   150014,,2
532,JE-CRC301-PT-150026A,C301TE   150014,,3
533,JE-CRC301-LV-130017,C301TT   150014,,2
534,JE-CRC301-TT-040067,C301TI   150014,,5
535,JE-CRC301-TI-150031,C301TW   150015,,2
536,JE-CRC301-FV-030058,C301TE   150015,,2
537,JE-CRC301-PSV-020078,C301TT   150015,,4
538,JE-CRC301-XZLC-180007,C301TI   150015,,2
539,JE-CRC301-FI-160007,C301TE   150016,,2
540,JE-CRC301-FI-400072,C301TT   150016,,2
541,JE-CRC301-HS-040011,C301TI   150016,,2
542,JE-CRC301-UZ-17909,C301TW   150016,,2
543,JE-CRC301-TT-176578D,C301TW   150017,,5
544,JE-CRC301-TI-090001,C301TE   150017,,2
545,JE-CRC301-LT-090038B,C301TT   150017,,2
546,JE-CRC301-UZ-11007,C301TI   150017,,2
547,JE-CRC301-LG-080036,C301FE   010105,,2
548,JE-CRC301-HIC-210001,C301FT   010105,,2
549,JE-CRC301-FO-130032,C301FIC  010105,,2
550,JE-CRC301-PT-020168,C301FY   010105,,3
551,JE-CRC301-PI-180501A,C301FV   010105,,7
552,JE-CRC301-TY-140044,C301FE   010131,,2
553,JE-CRC301-PI-180653A,C301FT   010131,,7
554,JE-CRC301-LIC-060010,C301FIC  010131,,2
555,JE-CRC301-PSV-170819B,C301FY   010131,,4
556,JE-CRC301-FI-110502A,C301FE   010132,,2
557,JE-CRC301-TT-200021,C301FT   010132,,5
558,JE-CRC301-FT-040031,C301FIC  010132,,2
559,JE-CRC301-PSV-080116,C301FY   010132,,4
560,JE-CRC301-UZ-16010,C301FE   010111,,2
561,JE-CRC301-AI-130001A,C301FT   010111,,2
562,JE-CRC301-HIC-190066,C301FIC  010111,,2
563,JE-CRC301-PSV-180024,C301FY   010111,,4
564,JE-CRC301-UZ-17501,C301FV   010111,,2
565,JE-CRC301-FE-400046,C301TW   150062,,6
566,JE-CRC301-PT-080089,C301TE   150062,,3
567,JE-CRC301-LT-200012A,C301TT   150062,,2
568,JE-CRC301-LHS-190002,C301TI   150062,,2
569,JE-CRC301-FT-020016,C301FE   010112,,2
570,JE-CRC301-AE-190013,C301FT   010112,,2
571,JE-CRC301-AI-010003,C301FIC  010112,,2
572,JE-CRC301-M-170002B,C301FY   010112,,2
573,JE-CRC301-TI-140011,C301FV   010112,,2
574,JE-CRC301-TE-090070A,C301FE   010113,,1
575,JE-CRC301-TT-150003,C301FT   010113,,5
576,JE-CRC301-PI-200034,C301FIC  010113,,7
577,JE-CRC301-TT-130097A,C301FY   010113,,5
578,JE-CRC301-FV-120012,C301FV   010113,,2
579,JE-CRC301-PG-040050,C301LG   150008,,2
580,JE-CRC301-PI-210036,C301XV   200001,,7
581,JE-CRC301-PG-030245,C301XY   200001A,,2
582,JE-CRC301-TG-090039,C301XZSO 200001,,2
583,JE-CRC301-TE-020010,C301XZLO 200001,,1
584,JE-CRC301-FO-177003,C301XZSC 200001,,2
585,JE-CRC301-FO-150018,C301XZLC 200001,,2
586,JE-CRC301-PG-020215,C301PSV  150008A,,2
587,JE-CRC301-TI-030133,C301LT   200003A,,2
588,JE-CRC301-FZI-090501,C301LIC  200003,,2
589,JE-CRC301-XV-171002,C301LT   200003B,,2
590,JE-CRC301-UZ-19009,C301LHS  200003,,2
591,JE-CRC301-FE-130042,C301FE   010121,,6
592,JE-CRC301-UZ-09003,C301FT   010121,,2
593,JE-CRC301-FV-080001,C301FIC  010121,,2
594,JE-CRC301-VI-160001A1,C301FY   010121,,2
595,JE-CRC301-TE-090010,C301FE   010122,,1
596,JE-CRC301-PDT-160031,C301FT   010122,,2
597,JE-CRC301-TI-200060,C301FIC  010122,,2
598,JE-CRC301-AI-150004,C301FY   010122,,2
599,JE-CRC301-XV-110015,C301FV   010122,,2
600,JE-CRC301-PIC-180018,C301FE   010123,,2
601,CRC301-MHL-030XXX,C301FT   010123,,2
602,JE-CRC301-TT-200079B,C301FIC  010123,,5
603,JE-CRC301-XV-150002,C301FY   010123,,2
604,JE-CRC301-FT-172009,C301FV   010123,,2
605,JE-CRC301-EV-030016,C301FE   010124,,2
606,JE-CRC301-PIC-030057,C301FT   010124,,2
607,JE-CRC301-AT-190002,C301FIC  010124,,2
608,JE-CRC301-PT-180653A,C301FY   010124,,3
609,JE-CRC301-TI-050009,C301FV   010124,,2
610,JE-CRC301-TT-080092B,C301FE   010103,,5
611,JE-CRC301-TTV-020802,C301FT   010103,,2
612,JE-CRC301-HS-110006,C301FIC  010103,,2
613,JE-CRC301-PDG-200017,C301FV   010103,,2
614,JE-CRC301-PT-172023A,C301FE   010141,,3
615,JE-CRC301-PG-179472,C301FT   010141,,2
616,JE-CRC301-TT-400070,C301FIC  010141,,5
617,JE-CRC301-EV-040001,C301FV   010141,,2
618,JE-CRC301-TI-040033,C301FE   010142,,2
619,JE-CRC301-M-179010B,C301FT   010142,,2
620,CRC301-TE-030176,C301FIC  010142,,1
621,JE-CRC301-LT-050025B,C301FV   010142,,2
622,JE-CRC301-M-020005A,C301FE   010143,,2
623,JE-CRC301-PDG-030184,C301FT   010143,,2
624,JE-CRC301-PDI-030026,C301FIC  010143,,2
625,JE-CRC301-TT-400076,C301FV   010143,,5
626,JE-CRC301-PSV-120010,C301FE   010144,,4
627,JE-CRC301-PIC-150063,C301FT   010144,,2
628,JE-CRC301-FO-130012,C301FIC  010144,,2
629,JE-CRC301-TE-030505B,C301FV   010144,,1
630,JE-CRC301-PCV-177055,C301FE   010114,,2
631,JE-CRC301-FV-110018,C301FT   010114,,2
632,JE-CRC301-LT-080061,C301FIC  010114,,2
633,JE-CRC301-TT-130123,C301FY   010114,,5
634,JE-CRC301-LT-200007A,C301FV   010114,,2
635,JE-CRC301-TV-090056,C301FE   010151,,2
636,JE-CRC301-FV-200023,C301FT   010151,,2
637,JE-CRC301-PT-080034,C301FIC  010151,,3
638,JE-CRC301-LI-090026,C301FY   010151,,2
639,JE-CRC301-PI-030144,C301FV   010151,,7
