,spi_sort,spid_sort,score_sort,similarity_flag
10984,C301LG 200013A,JE CRC301 LG 200010,73,0
10985,C301XHSO 010241,JE CRC301 HS 030021,65,0
10986,C301XHSO 010241,JE CRC301 PHS 160021,63,0
10987,C301XHSO 010241,JE CRC301 HZSO 040208,61,0
10988,C301XHSO 010241,JE CRC301 HZSO 040203,61,0
10989,C301XHSO 010241,JE CRC301 HZSO 040202,61,0
10990,C301XHSC 010241,JE CRC301 HS 030021,65,0
10991,C301XHSC 010241,JE CRC301 PHS 160021,63,0
10992,C301XHSC 010241,CRC301 HIC 150001,62,0
10993,C301XHSC 010241,JE CRC301 XZSC 150014,61,0
10994,C301XHSC 010241,JE CRC301 HZSC 110002,61,0
10995,C301XV 010242,JE CRC301 XV 080024,69,0
10996,C301XV 010242,JE CRC301 XV 030042,69,0
10997,C301XV 010242,JE CRC301 FV 020024,62,0
10998,C301XV 010242,JE CRC301 XV 030020,62,0
10999,C301XV 010242,JE CRC301 LV 030042,62,0
11000,C301XHSO 010242,JE CRC301 HZSO 040202,67,0
11001,C301XHSO 010242,JE CRC301 HS 080022,65,0
11002,C301XHSO 010242,JE CRC301 THS 172042,63,0
11003,C301XHSO 010242,JE CRC301 PSE 020242,63,0
11004,C301XHSO 010242,JE CRC301 LHS 130022,63,0
11005,C301XHSC 010242,JE CRC301 XZSC 040022,67,0
11006,C301XHSC 010242,JE CRC301 HS 080022,65,0
11007,C301XHSC 010242,JE CRC301 THS 172042,63,0
11008,C301XHSC 010242,JE CRC301 PSE 020242,63,0
11009,C301XHSC 010242,JE CRC301 LHS 130022,63,0
11010,C301XV 010243,JE CRC301 XV 090023,69,0
11011,C301XV 010243,JE CRC301 XV 080024,69,0
11012,C301XV 010243,JE CRC301 XV 130023,69,0
11013,C301XV 010243,CRC301 PSV 080103B,65,0
11014,C301XV 010243,JE CRC301 FV 020024,62,0
11015,C301LG 200015A,CRC301 LG 190001,73,0
11016,C301LG 200015A,JE CRC301 LG 200010,73,0
11017,C301LG 200015A,JE CRC301 LG 200013B,71,0
11018,C301LG 200015A,JE CRC301 PDG 200015,71,0
11019,C301LG 200015A,JE CRC301 LT 200012A,71,0
11020,C301XHSO 010243,JE CRC301 HZSO 040203,67,0
11021,C301XHSO 010243,JE CRC301 HZSO 200203,67,0
11022,C301XHSO 010243,JE CRC301 HZSO 040208,61,0
11023,C301XHSO 010243,JE CRC301 HZSO 040202,61,0
11024,C301XHSO 010243,JE CRC301 EZSO 030023,61,0
11025,C301XHSC 010243,JE CRC301 HZSO 040203,61,0
11026,C301XHSC 010243,JE CRC301 XZSC 150014,61,0
11027,C301XHSC 010243,JE CRC301 XZSC 070003,61,0
11028,C301XHSC 010243,JE CRC301 HZSC 110002,61,0
11029,C301XHSC 010243,CRC301 FIC 030024C,61,0
11030,C301XV 010244,JE CRC301 XV 080024,69,0
11031,C301XV 010244,JE CRC301 FV 020024,62,0
11032,C301XV 010244,JE CRC301 XV 030020,62,0
11033,C301XV 010244,JE CRC301 XV 140014,62,0
11034,C301XV 010244,JE CRC301 XV 090023,62,0
11035,C301XHSO 010244,JE CRC301 LHS 030044,63,0
11036,C301XHSO 010244,JE CRC301 HZSO 040208,61,0
11037,C301XHSO 010244,JE CRC301 HZSO 040203,61,0
11038,C301XHSO 010244,JE CRC301 HZSO 040202,61,0
11039,C301XHSO 010244,JE CRC301 XZSO 110020,61,0
11040,C301XHSC 010244,JE CRC301 LHS 030044,63,0
11041,C301XHSC 010244,JE CRC301 XZSC 150014,61,0
11042,C301XHSC 010244,JE CRC301 HZSC 110002,61,0
11043,C301XHSC 010244,CRC301 FIC 030024C,61,0
11044,C301XHSC 010244,JE CRC301 XZSC 040022,61,0
11045,C301XV 010245,JE CRC301 XV 080024,69,0
11046,C301XV 010245,JE CRC301 XV 080025,69,0
11047,C301XV 010245,CRC301 PCV 030250,67,0
11048,C301XV 010245,JE CRC301 FV 020024,62,0
11049,C301XV 010245,JE CRC301 XV 030020,62,0
11050,C301PDT 200037,JE CRC301 PDT 200053,76,0
11051,C301PDT 200037,JE CRC301 PDT 200075,76,0
11052,C301PDT 200037,JE CRC301 PT 200023,73,0
11053,C301PDT 200037,JE CRC301 PT 200072,73,0
11054,C301PDT 200037,JE CRC301 TE 200037,73,0
11055,C301PDI 200037,JE CRC301 PDI 200075,76,0
11056,C301PDI 200037,CRC301 PDI 020103A,75,0
11057,C301PDI 200037,JE CRC301 PDIC 020037,74,0
11058,C301PDI 200037,JE CRC301 PI 200034,73,0
11059,C301PDI 200037,JE CRC301 PI 060037A,71,0
11060,C301XHSO 010245,JE CRC301 LHS 030025,63,0
11061,C301XHSO 010245,JE CRC301 LHS 050025,63,0
11062,C301XHSO 010245,JE CRC301 LHS 130025,63,0
11063,C301XHSO 010245,JE CRC301 HZSO 040208,61,0
11064,C301XHSO 010245,JE CRC301 HZSO 040203,61,0
11065,C301XHSC 010245,JE CRC301 LHS 030025,63,0
11066,C301XHSC 010245,JE CRC301 LHS 050025,63,0
11067,C301XHSC 010245,JE CRC301 LHS 130025,63,0
11068,C301XHSC 010245,CRC301 PCV 030250,62,0
11069,C301XHSC 010245,JE CRC301 XZSC 150014,61,0
11070,C301XV 010246,JE CRC301 XV 080024,69,0
11071,C301XV 010246,JE CRC301 FV 020024,62,0
11072,C301XV 010246,JE CRC301 XV 030020,62,0
11073,C301XV 010246,JE CRC301 LV 120026,62,0
11074,C301XV 010246,JE CRC301 XV 070006,62,0
11075,C301XHSO 010246,JE CRC301 HS 150026B,63,0
11076,C301XHSO 010246,JE CRC301 HZSO 040208,61,0
11077,C301XHSO 010246,JE CRC301 HZSO 040203,61,0
11078,C301XHSO 010246,JE CRC301 HZSO 040202,61,0
11079,C301XHSO 010246,JE CRC301 XZSO 110020,61,0
11080,C301XHSC 010246,JE CRC301 HS 150026B,63,0
11081,C301XHSC 010246,JE CRC301 XZSC 150014,61,0
11082,C301XHSC 010246,JE CRC301 HZSC 110002,61,0
11083,C301XHSC 010246,CRC301 FIC 030024C,61,0
11084,C301XHSC 010246,JE CRC301 XZSC 040022,61,0
11085,C301XV 010247,JE CRC301 XV 080024,69,0
11086,C301XV 010247,JE CRC301 XV 030027,69,0
11087,C301XV 010247,JE CRC301 FV 020024,62,0
11088,C301XV 010247,JE CRC301 XV 030020,62,0
11089,C301XV 010247,JE CRC301 EV 130027,62,0
11090,C301XHSO 010247,JE CRC301 HZSO 040208,61,0
11091,C301XHSO 010247,JE CRC301 HZSO 040203,61,0
11092,C301XHSO 010247,JE CRC301 HZSO 040202,61,0
11093,C301XHSO 010247,JE CRC301 XZSO 110020,61,0
11094,C301XHSO 010247,JE CRC301 XZSO 090007,61,0
11095,C301XHSC 010247,JE CRC301 XZSC 150014,61,0
11096,C301XHSC 010247,JE CRC301 HZSC 110002,61,0
11097,C301XHSC 010247,CRC301 FIC 030024C,61,0
11098,C301XHSC 010247,JE CRC301 XZSC 040022,61,0
11099,C301XHSC 010247,JE CRC301 HS 080022,59,0
11100,C301XV 010248,JE CRC301 XV 080024,69,0
11101,C301XV 010248,JE CRC301 XV 080028,69,0
11102,C301XV 010248,JE CRC301 FV 020024,62,0
11103,C301XV 010248,JE CRC301 XV 030020,62,0
11104,C301XV 010248,JE CRC301 XV 140014,62,0
11105,C301XHSO 010248,JE CRC301 HZSO 040208,67,0
11106,C301XHSO 010248,JE CRC301 HZSO 040203,61,0
11107,C301XHSO 010248,JE CRC301 HZSO 040202,61,0
11108,C301XHSO 010248,JE CRC301 XZSO 110020,61,0
11109,C301XHSO 010248,JE CRC301 HZLO 040204,61,0
11110,C301XHSC 010248,JE CRC301 HZSO 040208,61,0
11111,C301XHSC 010248,JE CRC301 XZSC 150014,61,0
11112,C301XHSC 010248,JE CRC301 HZSC 110002,61,0
11113,C301XHSC 010248,CRC301 FIC 030024C,61,0
11114,C301XHSC 010248,JE CRC301 XZSC 050018,61,0
11115,C301XV 010249,JE CRC301 XV 080024,69,0
11116,C301XV 010249,JE CRC301 FV 020024,62,0
11117,C301XV 010249,JE CRC301 XV 170009,62,0
11118,C301XV 010249,JE CRC301 XV 030020,62,0
11119,C301XV 010249,JE CRC301 XV 160019,62,0
11120,C301XHSO 010249,JE CRC301 HZSO 040208,61,0
11121,C301XHSO 010249,JE CRC301 HZSO 040203,61,0
11122,C301XHSO 010249,JE CRC301 HZSO 040202,61,0
11123,C301XHSO 010249,JE CRC301 XZSO 110020,61,0
11124,C301XHSO 010249,JE CRC301 HZLO 040204,61,0
11125,C301XHSC 010249,JE CRC301 XZSC 150014,61,0
11126,C301XHSC 010249,JE CRC301 HZSC 110002,61,0
11127,C301XHSC 010249,CRC301 FIC 030024C,61,0
11128,C301XHSC 010249,JE CRC301 XZSC 040022,61,0
11129,C301XHSC 010249,JE CRC301 HS 080022,59,0
11130,C301XV 010250,CRC301 PCV 030250,73,0
11131,C301XV 010250,JE CRC301 XV 030020,69,0
11132,C301XV 010250,JE CRC301 XV 080025,69,0
11133,C301XV 010250,JE CRC301 XV 030501C,67,0
11134,C301XV 010250,JE CRC301 XV 030501A,67,0
11135,C301XHSC 010250,CRC301 PCV 030250,69,0
11136,C301XHSC 010250,JE CRC301 LHS 030025,63,0
11137,C301XHSC 010250,JE CRC301 LHS 050025,63,0
11138,C301XHSC 010250,JE CRC301 FHS 110020,63,0
11139,C301XHSC 010250,JE CRC301 LHS 130025,63,0
11140,C301PT 150057,JE CRC301 PT 150087,75,0
11141,C301PT 150057,JE CRC301 PT 150035,75,0
11142,C301PT 150057,JE CRC301 PV 150057,75,0
11143,C301PT 150057,JE CRC301 PIC 150057,73,0
11144,C301PT 150057,JE CRC301 PDT 150047,73,0
11145,C301PIC 150057,JE CRC301 PIC 150057,82,1
11146,C301PIC 150057,JE CRC301 PV 150057,73,0
11147,C301PIC 150057,JE CRC301 PI 150045B,71,0
11148,C301PIC 150057,JE CRC301 PIC 030057,71,0
11149,C301PIC 150057,JE CRC301 PIC 150063,71,0
11150,C301PV 150057,JE CRC301 PV 150057,81,0
11151,C301PV 150057,JE CRC301 PIC 150057,73,0
11152,C301PV 150057,JE CRC301 PV 175010,69,0
11153,C301PV 150057,JE CRC301 PT 150087,69,0
11154,C301PV 150057,CRC301 AT 150005,69,0
11155,C301XHSO 010250,JE CRC301 HZSO 040208,67,0
11156,C301XHSO 010250,JE CRC301 HZSO 040203,67,0
11157,C301XHSO 010250,JE CRC301 HZSO 040202,67,0
11158,C301XHSO 010250,JE CRC301 XZSO 110020,67,0
11159,C301XHSO 010250,JE CRC301 HZSO 200203,67,0
11160,C301XV 010251,JE CRC301 XV 040021,69,0
11161,C301XV 010251,JE CRC301 XV 160021,69,0
11162,C301XV 010251,JE CRC301 XV 110521,69,0
11163,C301XV 010251,JE CRC301 XV 080025,69,0
11164,C301XV 010251,JE CRC301 XV 090021,69,0
11165,C301XHSO 010251,JE CRC301 HS 030021,65,0
11166,C301XHSO 010251,JE CRC301 LHS 030025,63,0
11167,C301XHSO 010251,JE CRC301 LHS 050025,63,0
11168,C301XHSO 010251,JE CRC301 PHS 160021,63,0
11169,C301XHSO 010251,JE CRC301 LHS 130025,63,0
11170,C301XHSC 010251,JE CRC301 HS 030021,65,0
11171,C301XHSC 010251,JE CRC301 LHS 030025,63,0
11172,C301XHSC 010251,JE CRC301 LHS 050025,63,0
11173,C301XHSC 010251,JE CRC301 PHS 160021,63,0
11174,C301XHSC 010251,JE CRC301 LHS 130025,63,0
11175,C301XV 010252,JE CRC301 XV 110521,69,0
11176,C301XV 010252,JE CRC301 XV 080025,69,0
11177,C301XV 010252,CRC301 PCV 030250,67,0
11178,C301XV 010252,JE CRC301 XV 030020,62,0
11179,C301XV 010252,JE CRC301 LV 030025,62,0
11180,C301XHSO 010252,JE CRC301 HZSO 040202,67,0
11181,C301XHSO 010252,JE CRC301 HS 080022,65,0
11182,C301XHSO 010252,JE CRC301 LHS 030025,63,0
11183,C301XHSO 010252,JE CRC301 LHS 050025,63,0
11184,C301XHSO 010252,JE CRC301 LHS 130025,63,0
11185,C301XHSC 010252,JE CRC301 XZSC 040022,67,0
11186,C301XHSC 010252,JE CRC301 HS 080022,65,0
11187,C301XHSC 010252,JE CRC301 LHS 030025,63,0
11188,C301XHSC 010252,JE CRC301 LHS 050025,63,0
11189,C301XHSC 010252,JE CRC301 LHS 130025,63,0
11190,C301XV 010253,JE CRC301 XV 090023,69,0
11191,C301XV 010253,JE CRC301 XV 130023,69,0
11192,C301XV 010253,JE CRC301 XV 080025,69,0
11193,C301XV 010253,CRC301 PCV 030250,67,0
11194,C301XV 010253,CRC301 PSV 080103B,65,0
11195,C301XHSO 010253,JE CRC301 HZSO 040203,67,0
11196,C301XHSO 010253,JE CRC301 HZSO 200203,67,0
11197,C301XHSO 010253,JE CRC301 LHS 030025,63,0
11198,C301XHSO 010253,JE CRC301 LHS 050025,63,0
11199,C301XHSO 010253,JE CRC301 LHS 130025,63,0
11200,C301XHSC 010253,JE CRC301 LHS 030025,63,0
11201,C301XHSC 010253,JE CRC301 LHS 050025,63,0
11202,C301XHSC 010253,JE CRC301 LHS 130025,63,0
11203,C301XHSC 010253,CRC301 PCV 030250,62,0
11204,C301XHSC 010253,JE CRC301 FZSC 110503,61,0
11205,C301XV 010254,JE CRC301 XV 080024,69,0
11206,C301XV 010254,JE CRC301 XV 080025,69,0
11207,C301XV 010254,CRC301 PCV 030250,67,0
11208,C301XV 010254,JE CRC301 FV 020024,62,0
11209,C301XV 010254,JE CRC301 XV 030020,62,0
11210,C301XHSO 010254,JE CRC301 LHS 030025,63,0
11211,C301XHSO 010254,JE CRC301 LHS 050025,63,0
11212,C301XHSO 010254,JE CRC301 LHS 130025,63,0
11213,C301XHSO 010254,JE CRC301 HZSO 040208,61,0
11214,C301XHSO 010254,JE CRC301 HZSO 040203,61,0
11215,C301XHSC 010254,JE CRC301 LHS 030025,63,0
11216,C301XHSC 010254,JE CRC301 LHS 050025,63,0
11217,C301XHSC 010254,JE CRC301 LHS 130025,63,0
11218,C301XHSC 010254,CRC301 PCV 030250,62,0
11219,C301XHSC 010254,JE CRC301 XZSC 150014,61,0
11220,C301TW 150052,JE CRC301 TE 150002,69,0
11221,C301TW 150052,CRC301 AT 150005,69,0
11222,C301TW 150052,JE CRC301 TI 150015,69,0
11223,C301TW 150052,JE CRC301 PT 120052,69,0
11224,C301TW 150052,JE CRC301 FT 150002,69,0
11225,C301TE 150052,JE CRC301 TE 150002,75,0
11226,C301TE 150052,JE CRC301 FT 150002,75,0
11227,C301TE 150052,JE CRC301 TE 150058,75,0
11228,C301TE 150052,JE CRC301 TE 150072,75,0
11229,C301TE 150052,JE CRC301 FT 150005,75,0
11230,C301TT 150052,JE CRC301 TT 175002,75,0
11231,C301TT 150052,JE CRC301 TT 150029,75,0
11232,C301TT 150052,JE CRC301 TT 150028A,73,0
11233,C301TT 150052,JE CRC301 TT 140052A,73,0
11234,C301TT 150052,JE CRC301 TT 150042C,73,0
11235,C301TI 150052,JE CRC301 TI 150015,75,0
11236,C301TI 150052,JE CRC301 TI 150002,75,0
11237,C301TI 150052,JE CRC301 TIC 150072,73,0
11238,C301TI 150052,JE CRC301 TI 190053,69,0
11239,C301TI 150052,JE CRC301 TE 150002,69,0
11240,C301TG 150054,JE CRC301 TG 150033,69,0
11241,C301TG 150054,CRC301 AT 150005,69,0
11242,C301TG 150054,JE CRC301 PG 170054,69,0
11243,C301TG 150054,JE CRC301 TG 180015,69,0
11244,C301TG 150054,JE CRC301 TI 150015,69,0
11245,C301FE 120018,JE CRC301 FIC 120018,79,0
11246,C301FE 120018,JE CRC301 FY 172001,75,0
11247,C301FE 120018,JE CRC301 FV 120013,75,0
11248,C301FE 120018,JE CRC301 FV 120017,75,0
11249,C301FE 120018,JE CRC301 FV 120012,75,0
11250,C301FT 120018,JE CRC301 FT 190018,75,0
11251,C301FT 120018,JE CRC301 FT 120014,75,0
11252,C301FT 120018,JE CRC301 FT 160018,75,0
11253,C301FT 120018,JE CRC301 FT 120017,75,0
11254,C301FT 120018,JE CRC301 FIC 120018,73,0
11255,C301FIC 120018,JE CRC301 FIC 120018,82,1
11256,C301FIC 120018,JE CRC301 FIC 120019,76,0
11257,C301FIC 120018,JE CRC301 FIC 120017,76,0
11258,C301FIC 120018,JE CRC301 FIC 110018,76,0
11259,C301FIC 120018,JE CRC301 FIC 120013,76,0
11260,C301FV 120018,JE CRC301 FV 120013,75,0
11261,C301FV 120018,JE CRC301 FV 120017,75,0
11262,C301FV 120018,JE CRC301 FV 120012,75,0
11263,C301FV 120018,JE CRC301 FV 110018,75,0
11264,C301FV 120018,JE CRC301 FIC 120018,73,0
11265,C301FE 120015,JE CRC301 FY 172001,75,0
11266,C301FE 120015,JE CRC301 FV 130015,75,0
11267,C301FE 120015,JE CRC301 FV 120013,75,0
11268,C301FE 120015,JE CRC301 FV 120017,75,0
11269,C301FE 120015,JE CRC301 FE 120054,75,0
11270,C301FT 120015,JE CRC301 FT 020015,75,0
11271,C301FT 120015,JE CRC301 FT 120014,75,0
11272,C301FT 120015,JE CRC301 FT 120055,75,0
11273,C301FT 120015,JE CRC301 FT 120017,75,0
11274,C301FT 120015,JE CRC301 TI 120010,69,0
11275,C301FIC 120015,JE CRC301 FIC 120019,76,0
11276,C301FIC 120015,JE CRC301 FIC 120017,76,0
11277,C301FIC 120015,JE CRC301 FIC 120018,76,0
11278,C301FIC 120015,JE CRC301 FIC 120013,76,0
11279,C301FIC 120015,JE CRC301 FFIC 120025,74,0
11280,C301FV 120015,JE CRC301 FV 130015,75,0
11281,C301FV 120015,JE CRC301 FV 120013,75,0
11282,C301FV 120015,JE CRC301 FV 120017,75,0
11283,C301FV 120015,JE CRC301 FV 120012,75,0
11284,C301FV 120015,JE CRC301 FY 172001,69,0
11285,C301PSV 150055,JE CRC301 PSV 050055,76,0
11286,C301PSV 150055,JE CRC301 PV 150057,73,0
11287,C301PSV 150055,JE CRC301 PSV 130053,71,0
11288,C301PSV 150055,JE CRC301 PSV 130075,71,0
11289,C301PSV 150055,JE CRC301 PSV 190095,71,0
11290,C301PT 150058,JE CRC301 PT 150086,75,0
11291,C301PT 150058,JE CRC301 PT 150087,75,0
11292,C301PT 150058,JE CRC301 TE 150058,75,0
11293,C301PT 150058,JE CRC301 PT 150035,75,0
11294,C301PT 150058,CRC301 AT 150005,69,0
11295,C301PI 150058,JE CRC301 PIC 150057,73,0
11296,C301PI 150058,JE CRC301 PDI 170058,73,0
11297,C301PI 150058,JE CRC301 PI 150045B,73,0
11298,C301PI 150058,JE CRC301 PT 150086,69,0
11299,C301PI 150058,JE CRC301 PI 050075,69,0
11300,C301PG 120051,JE CRC301 PG 120081,75,0
11301,C301PG 120051,JE CRC301 PG 140013,69,0
11302,C301PG 120051,JE CRC301 PG 170054,69,0
11303,C301PG 120051,JE CRC301 PT 120052,69,0
11304,C301PG 120051,JE CRC301 PG 020031,69,0
11305,C301PG 120054,JE CRC301 PG 170054,75,0
11306,C301PG 120054,JE CRC301 PG 080054,69,0
11307,C301PG 120054,JE CRC301 FE 120054,69,0
11308,C301PG 120054,JE CRC301 PT 120052,69,0
11309,C301PG 120054,JE CRC301 PI 120065,69,0
11310,C301PG 120056,JE CRC301 PG 120063,75,0
11311,C301PG 120056,JE CRC301 PG 170054,69,0
11312,C301PG 120056,JE CRC301 PT 120052,69,0
11313,C301PG 120056,JE CRC301 PI 120065,69,0
11314,C301PG 120056,JE CRC301 PG 150060,69,0
11315,C301HV 150004,CRC301 HV 140014,76,0
11316,C301HV 150004,CRC301 HV 050009,76,0
11317,C301HV 150004,CRC301 HIC 150001,73,0
11318,C301HV 150004,JE CRC301 AT 150004,69,0
11319,C301HV 150004,CRC301 AT 150005,69,0
11320,C301HIC 150004,CRC301 HIC 150001,84,1
11321,C301HIC 150004,JE CRC301 HIC 120004,76,0
11322,C301HIC 150004,JE CRC301 HIC 110004,76,0
11323,C301HIC 150004,JE CRC301 HIC 210004,76,0
11324,C301HIC 150004,JE CRC301 LIC 120004,71,0
11325,C301PG 120053,JE CRC301 PG 120063,75,0
11326,C301PG 120053,JE CRC301 PG 140013,69,0
11327,C301PG 120053,JE CRC301 PG 170054,69,0
11328,C301PG 120053,JE CRC301 PG 130083,69,0
11329,C301PG 120053,JE CRC301 PT 120052,69,0
11330,C301PG 120057,JE CRC301 PG 170054,69,0
11331,C301PG 120057,JE CRC301 LG 120027,69,0
11332,C301PG 120057,JE CRC301 PG 130079,69,0
11333,C301PG 120057,JE CRC301 PT 120052,69,0
11334,C301PG 120057,JE CRC301 PI 120065,69,0
11335,C301TG 120024,JE CRC301 LT 120024B,73,0
11336,C301TG 120024,JE CRC301 PT 172024,69,0
11337,C301TG 120024,JE CRC301 TG 160032,69,0
11338,C301TG 120024,JE CRC301 TE 130024,69,0
11339,C301TG 120024,JE CRC301 TI 172004,69,0
11340,C301TG 120026,JE CRC301 TG 120065,75,0
11341,C301TG 120026,JE CRC301 LT 120026B,73,0
11342,C301TG 120026,JE CRC301 TG 160032,69,0
11343,C301TG 120026,JE CRC301 LV 120026,69,0
11344,C301TG 120026,JE CRC301 LG 120027,69,0
11345,C301TG 120031,JE CRC301 LT 120031,75,0
11346,C301TG 120031,JE CRC301 TI 120010,69,0
11347,C301TG 120031,JE CRC301 TG 150033,69,0
11348,C301TG 120031,JE CRC301 TG 160032,69,0
11349,C301TG 120031,JE CRC301 TI 120013,69,0
11350,C301LT 150030A,JE CRC301 LT 150030B,76,0
11351,C301LT 150030A,JE CRC301 LHS 150030A,74,0
11352,C301LT 150030A,CRC301 AT 150005,73,0
11353,C301LT 150030A,CRC301 LT 190034,73,0
11354,C301LT 150030A,JE CRC301 LT 150013B,71,0
11355,C301LIC 150030A,JE CRC301 LIC 150013A,78,0
11356,C301LIC 150030A,JE CRC301 LIC 150032A,78,0
11357,C301LIC 150030A,JE CRC301 LIC 150030B,78,0
11358,C301LIC 150030A,CRC301 HIC 150001,75,0
11359,C301LIC 150030A,JE CRC301 LIC 150007,74,0
11360,C301LT 150030B,JE CRC301 LT 150030B,82,1
11361,C301LT 150030B,JE CRC301 LT 150013B,76,0
11362,C301LT 150030B,JE CRC301 LT 150032B,76,0
11363,C301LT 150030B,JE CRC301 LT 150034B,76,0
11364,C301LT 150030B,JE CRC301 LIC 150030B,74,0
11365,C301LHS 150030A,JE CRC301 LHS 150030A,83,1
11366,C301LHS 150030A,JE CRC301 LHS 150001,74,0
11367,C301LHS 150030A,JE CRC301 LHS 130030,74,0
11368,C301LHS 150030A,JE CRC301 LHS 150009,74,0
11369,C301LHS 150030A,CRC301 AT 150005,71,0
11370,C301AE 200002,JE CRC301 LG 200002,75,0
11371,C301AE 200002,JE CRC301 M 120002,71,0
11372,C301AE 200002,JE CRC301 M 070002,71,0
11373,C301AE 200002,JE CRC301 TI 200040,69,0
11374,C301AE 200002,JE CRC301 HY 200006,69,0
11375,C301AT 200002,JE CRC301 TI 200040,69,0
11376,C301AT 200002,JE CRC301 TE 200042,69,0
11377,C301AT 200002,JE CRC301 LG 200002,69,0
11378,C301AT 200002,JE CRC301 TT 200021,69,0
11379,C301AT 200002,JE CRC301 TI 200060,69,0
11380,C301TG 120027,JE CRC301 LG 120027,75,0
11381,C301TG 120027,JE CRC301 TG 160032,69,0
11382,C301TG 120027,JE CRC301 LG 020027,69,0
11383,C301TG 120027,JE CRC301 TI 172027,69,0
11384,C301TG 120027,JE CRC301 PT 120052,69,0
11385,C301AI 200002,JE CRC301 TI 200040,69,0
11386,C301AI 200002,JE CRC301 LG 200002,69,0
11387,C301AI 200002,JE CRC301 TI 200060,69,0
11388,C301AI 200002,JE CRC301 PI 200026,69,0
11389,C301AI 200002,JE CRC301 TI 200028,69,0
11390,C301LHS 150030,JE CRC301 LHS 150030A,80,0
11391,C301LHS 150030,JE CRC301 LHS 150001,76,0
11392,C301LHS 150030,JE CRC301 LHS 130030,76,0
11393,C301LHS 150030,JE CRC301 LHS 150009,76,0
11394,C301LHS 150030,JE CRC301 LHS 130001,71,0
11395,C301LG 150031,CRC301 LG 190001,76,0
11396,C301LG 150031,JE CRC301 LG 150035,75,0
11397,C301LG 150031,JE CRC301 LG 150014,75,0
11398,C301LG 150031,JE CRC301 TG 150033,69,0
11399,C301LG 150031,JE CRC301 LG 160016,69,0
11400,C301TE 120023,JE CRC301 FT 120023,81,0
11401,C301TE 120023,JE CRC301 TE 020023,75,0
11402,C301TE 120023,JE CRC301 TE 120034,75,0
11403,C301TE 120023,JE CRC301 TE 172002,75,0
11404,C301TE 120023,JE CRC301 TE 110023,75,0
11405,C301TT 120023,JE CRC301 FT 120023,75,0
11406,C301TT 120023,JE CRC301 TT 120013,75,0
11407,C301TT 120023,JE CRC301 TT 140023,75,0
11408,C301TT 120023,JE CRC301 TT 120028,75,0
11409,C301TT 120023,JE CRC301 TT 172002A,73,0
11410,C301TI 120023,JE CRC301 TI 120013,75,0
11411,C301TI 120023,JE CRC301 TI 172023,75,0
11412,C301TI 120023,JE CRC301 TI 120021,75,0
11413,C301TI 120023,JE CRC301 FT 120023,75,0
11414,C301TI 120023,JE CRC301 TIC 120042,73,0
11415,C301TW 120023,JE CRC301 FT 120023,75,0
11416,C301TW 120023,JE CRC301 TI 120013,69,0
11417,C301TW 120023,JE CRC301 TE 020023,69,0
11418,C301TW 120023,JE CRC301 TE 120034,69,0
11419,C301TW 120023,JE CRC301 PT 120052,69,0
11420,C301AT 200001,JE CRC301 TT 200001,75,0
11421,C301AT 200001,CRC301 TT 090001B,73,0
11422,C301AT 200001,JE CRC301 LT 200001B,73,0
11423,C301AT 200001,JE CRC301 TI 020001,69,0
11424,C301AT 200001,JE CRC301 TI 200040,69,0
11425,C301XV 010306,JE CRC301 XV 070006,69,0
11426,C301XV 010306,JE CRC301 XV 130016,69,0
11427,C301XV 010306,JE CRC301 XV 040006,69,0
11428,C301XV 010306,JE CRC301 XV 200006,69,0
11429,C301XV 010306,CRC301 000600,69,0
11430,C301TE 120025,JE CRC301 TE 120025,81,0
11431,C301TE 120025,JE CRC301 TE 120055,75,0
11432,C301TE 120025,JE CRC301 TE 172002,75,0
11433,C301TE 120025,JE CRC301 FT 120042,75,0
11434,C301TE 120025,JE CRC301 TE 172025,75,0
11435,C301TT 120025,JE CRC301 TE 120025,75,0
11436,C301TT 120025,JE CRC301 TT 172025,75,0
11437,C301TT 120025,JE CRC301 TT 120028,75,0
11438,C301TT 120025,JE CRC301 TT 172002A,73,0
11439,C301TT 120025,JE CRC301 TT 110025B,73,0
11440,C301TI 120025,JE CRC301 TE 120025,75,0
11441,C301TI 120025,JE CRC301 TI 120021,75,0
11442,C301TI 120025,JE CRC301 TIC 120055,73,0
11443,C301TI 120025,JE CRC301 TIC 120042,73,0
11444,C301TI 120025,JE CRC301 FFIC 120025,71,0
11445,C301TW 120025,JE CRC301 TE 120025,75,0
11446,C301TW 120025,JE CRC301 TE 120055,69,0
11447,C301TW 120025,JE CRC301 PT 120052,69,0
11448,C301TW 120025,JE CRC301 LT 120022,69,0
11449,C301TW 120025,JE CRC301 TE 172002,69,0
11450,C301XV 150010,JE CRC301 XV 150002,75,0
11451,C301XV 150010,JE CRC301 XV 150006,75,0
11452,C301XV 150010,JE CRC301 XV 150014,75,0
11453,C301XV 150010,JE CRC301 XZLC 150010,71,0
11454,C301XV 150010,JE CRC301 XV 170009,69,0
11455,C301XY 150010,JE CRC301 XZLC 150010,71,0
11456,C301XY 150010,CRC301 AT 150005,69,0
11457,C301XY 150010,JE CRC301 FY 150004,69,0
11458,C301XY 150010,JE CRC301 FY 150013,69,0
11459,C301XY 150010,JE CRC301 XV 150002,69,0
11460,C301XZSO 150010A,JE CRC301 XZSO 170012A,74,0
